game_id,school,conference,homeAway,points,stat_category,stat
401237139,Mississippi State,SEC,away,24,tacklesForLoss,11
401237139,Mississippi State,SEC,away,24,defensiveTDs,0
401237139,Mississippi State,SEC,away,24,tackles,34
401237139,Mississippi State,SEC,away,24,sacks,3
401237139,Mississippi State,SEC,away,24,qbHurries,0
401237139,Mississippi State,SEC,away,24,passesDeflected,8
401237139,Mississippi State,SEC,away,24,fumblesRecovered,0
401237139,Mississippi State,SEC,away,24,rushingTDs,2
401237139,Mississippi State,SEC,away,24,passingTDs,1
401237139,Mississippi State,SEC,away,24,kickingPoints,6
401237139,Mississippi State,SEC,away,24,possessionTime,32:07
401237139,Mississippi State,SEC,away,24,interceptions,0
401237139,Mississippi State,SEC,away,24,fumblesLost,0
401237139,Mississippi State,SEC,away,24,turnovers,0
401237139,Mississippi State,SEC,away,24,totalPenaltiesYards,3-25
401237139,Mississippi State,SEC,away,24,yardsPerRushAttempt,1.6
401237139,Mississippi State,SEC,away,24,rushingAttempts,14
401237139,Mississippi State,SEC,away,24,rushingYards,22
401237139,Mississippi State,SEC,away,24,yardsPerPass,6.5
401237139,Mississippi State,SEC,away,24,completionAttempts,41-52
401237139,Mississippi State,SEC,away,24,netPassingYards,336
401237139,Mississippi State,SEC,away,24,totalYards,358
401237139,Mississippi State,SEC,away,24,fourthDownEff,0-1
401237139,Mississippi State,SEC,away,24,thirdDownEff,7-13
401237139,Mississippi State,SEC,away,24,firstDowns,20
401237139,Georgia,SEC,home,31,tacklesForLoss,4
401237139,Georgia,SEC,home,31,defensiveTDs,0
401237139,Georgia,SEC,home,31,tackles,33
401237139,Georgia,SEC,home,31,sacks,2
401237139,Georgia,SEC,home,31,qbHurries,0
401237139,Georgia,SEC,home,31,passesDeflected,4
401237139,Georgia,SEC,home,31,fumblesRecovered,0
401237139,Georgia,SEC,home,31,rushingTDs,0
401237139,Georgia,SEC,home,31,passingTDs,4
401237139,Georgia,SEC,home,31,kickReturnYards,30
401237139,Georgia,SEC,home,31,kickReturnTDs,0
401237139,Georgia,SEC,home,31,kickReturns,1
401237139,Georgia,SEC,home,31,kickingPoints,7
401237139,Georgia,SEC,home,31,possessionTime,27:14
401237139,Georgia,SEC,home,31,interceptions,0
