id,start_date
401128622,2019-08-24T16:00:00.000Z
401127303,2019-08-24T19:00:00.000Z
401110723,2019-08-24T23:00:00.000Z
401114164,2019-08-25T02:30:00.000Z
401128597,2019-08-29T22:00:00.000Z
401128370,2019-08-29T23:00:00.000Z
401127039,2019-08-29T23:00:00.000Z
401117854,2019-08-29T23:00:00.000Z
401127042,2019-08-29T23:00:00.000Z
401119254,2019-08-29T23:00:00.000Z
401117855,2019-08-29T23:00:00.000Z
401119255,2019-08-29T23:00:00.000Z
401127043,2019-08-29T23:00:00.000Z
401128354,2019-08-29T23:00:00.000Z
401128490,2019-08-29T23:00:00.000Z
401128724,2019-08-29T23:30:00.000Z
401127297,2019-08-29T23:30:00.000Z
401114246,2019-08-29T23:30:00.000Z
401135910,2019-08-29T23:30:00.000Z
401117853,2019-08-29T23:30:00.000Z
401114236,2019-08-30T00:00:00.000Z
401114237,2019-08-30T00:00:00.000Z
401128709,2019-08-30T00:00:00.000Z
401111653,2019-08-30T00:00:00.000Z
401127029,2019-08-30T00:00:00.000Z
401127240,2019-08-30T00:00:00.000Z
401128362,2019-08-30T00:00:00.000Z
401110731,2019-08-30T00:30:00.000Z
401119253,2019-08-30T00:50:00.000Z
401112229,2019-08-30T01:00:00.000Z
401126954,2019-08-30T01:00:00.000Z
401114153,2019-08-30T02:00:00.000Z
401117493,2019-08-30T02:00:00.000Z
401114223,2019-08-30T02:15:00.000Z
401127040,2019-08-30T22:00:00.000Z
401114238,2019-08-30T22:00:00.000Z
401112212,2019-08-30T23:00:00.000Z
401112264,2019-08-30T23:15:00.000Z
401117856,2019-08-30T23:55:00.000Z
401112430,2019-08-31T00:00:00.000Z
401112262,2019-08-31T01:30:00.000Z
401114184,2019-08-31T02:00:00.000Z
401112122,2019-08-31T02:30:00.000Z
401112085,2019-08-31T16:00:00.000Z
401112145,2019-08-31T16:00:00.000Z
401112201,2019-08-31T16:00:00.000Z
401112157,2019-08-31T16:00:00.000Z
401110727,2019-08-31T16:00:00.000Z
401112238,2019-08-31T16:00:00.000Z
401112251,2019-08-31T16:00:00.000Z
401112432,2019-08-31T16:00:00.000Z
401110726,2019-08-31T16:00:00.000Z
401112431,2019-08-31T16:00:00.000Z
401112096,2019-08-31T16:00:00.000Z
401110724,2019-08-31T16:00:00.000Z
401128648,2019-08-31T16:30:00.000Z
401128564,2019-08-31T17:00:00.000Z
401126996,2019-08-31T17:00:00.000Z
401112143,2019-08-31T18:00:00.000Z
401119259,2019-08-31T18:00:00.000Z
401117859,2019-08-31T19:00:00.000Z
401136278,2019-08-31T19:00:00.000Z
401126937,2019-08-31T19:00:00.000Z
401127044,2019-08-31T19:00:00.000Z
401114233,2019-08-31T19:00:00.000Z
401112257,2019-08-31T19:30:00.000Z
401110729,2019-08-31T19:30:00.000Z
401117857,2019-08-31T19:30:00.000Z
401110720,2019-08-31T19:30:00.000Z
401121934,2019-08-31T19:30:00.000Z
401117494,2019-08-31T19:30:00.000Z
401119256,2019-08-31T19:30:00.000Z
401110730,2019-08-31T19:30:00.000Z
401112139,2019-08-31T20:00:00.000Z
401110721,2019-08-31T20:00:00.000Z
401112245,2019-08-31T20:00:00.000Z
401112435,2019-08-31T20:00:00.000Z
401127277,2019-08-31T20:00:00.000Z
401126901,2019-08-31T21:00:00.000Z
401127201,2019-08-31T21:00:00.000Z
401130355,2019-08-31T22:00:00.000Z
401121935,2019-08-31T22:00:00.000Z
401127041,2019-08-31T22:00:00.000Z
401127045,2019-08-31T22:00:00.000Z
401127245,2019-08-31T22:00:00.000Z
401128520,2019-08-31T22:00:00.000Z
401114245,2019-08-31T22:00:00.000Z
