game_id,school,conference,homeAway,points,stat_category,stat
401110800,Notre Dame,FBS Independents,away,17,rushingTDs,0
401110800,Notre Dame,FBS Independents,away,17,passingTDs,2
401110800,Notre Dame,FBS Independents,away,17,kickReturnYards,9
401110800,Notre Dame,FBS Independents,away,17,kickReturnTDs,0
401110800,Notre Dame,FBS Independents,away,17,kickReturns,1
401110800,Notre Dame,FBS Independents,away,17,kickingPoints,5
401110800,Notre Dame,FBS Independents,away,17,fumblesRecovered,2
401110800,Notre Dame,FBS Independents,away,17,totalFumbles,4
401110800,Notre Dame,FBS Independents,away,17,tacklesForLoss,12
401110800,Notre Dame,FBS Independents,away,17,qbHurries,0
401110800,Notre Dame,FBS Independents,away,17,possessionTime,25:29
401110800,Notre Dame,FBS Independents,away,17,interceptions,2
401110800,Notre Dame,FBS Independents,away,17,fumblesLost,0
401110800,Notre Dame,FBS Independents,away,17,turnovers,2
401110800,Notre Dame,FBS Independents,away,17,totalPenaltiesYards,12-85
401110800,Notre Dame,FBS Independents,away,17,yardsPerRushAttempt,3.3
401110800,Notre Dame,FBS Independents,away,17,rushingAttempts,14
401110800,Notre Dame,FBS Independents,away,17,rushingYards,46
401110800,Notre Dame,FBS Independents,away,17,yardsPerPass,5.9
401110800,Notre Dame,FBS Independents,away,17,completionAttempts,29-47
401110800,Notre Dame,FBS Independents,away,17,netPassingYards,275
401110800,Notre Dame,FBS Independents,away,17,totalYards,321
401110800,Notre Dame,FBS Independents,away,17,fourthDownEff,1-3
401110800,Notre Dame,FBS Independents,away,17,thirdDownEff,4-13
401110800,Notre Dame,FBS Independents,away,17,firstDowns,14
401110800,Notre Dame,FBS Independents,away,17,defensiveTDs,0
401110800,Notre Dame,FBS Independents,away,17,tackles,31
401110800,Notre Dame,FBS Independents,away,17,sacks,0
401110800,Notre Dame,FBS Independents,away,17,passesDeflected,2
401110800,Georgia,SEC,home,23,rushingTDs,1
401110800,Georgia,SEC,home,23,puntReturnYards,-3
401110800,Georgia,SEC,home,23,puntReturnTDs,0
401110800,Georgia,SEC,home,23,puntReturns,1
401110800,Georgia,SEC,home,23,passingTDs,1
401110800,Georgia,SEC,home,23,kickReturnYards,20
401110800,Georgia,SEC,home,23,kickReturnTDs,0
401110800,Georgia,SEC,home,23,kickReturns,2
401110800,Georgia,SEC,home,23,kickingPoints,11
401110800,Georgia,SEC,home,23,interceptionYards,11
401110800,Georgia,SEC,home,23,interceptionTDs,0
401110800,Georgia,SEC,home,23,passesIntercepted,2
401110800,Georgia,SEC,home,23,fumblesRecovered,0
401110800,Georgia,SEC,home,23,totalFumbles,8
401110800,Georgia,SEC,home,23,tacklesForLoss,6
401110800,Georgia,SEC,home,23,defensiveTDs,0
401110800,Georgia,SEC,home,23,sacks,0
401110800,Georgia,SEC,home,23,passesDeflected,12
401110800,Georgia,SEC,home,23,possessionTime,34:31
401110800,Georgia,SEC,home,23,interceptions,0
401110800,Georgia,SEC,home,23,fumblesLost,1
401110800,Georgia,SEC,home,23,turnovers,1
401110800,Georgia,SEC,home,23,totalPenaltiesYards,6-43
401110800,Georgia,SEC,home,23,yardsPerRushAttempt,4.6
401110800,Georgia,SEC,home,23,rushingAttempts,33
401110800,Georgia,SEC,home,23,rushingYards,152
401110800,Georgia,SEC,home,23,yardsPerPass,7.2
401110800,Georgia,SEC,home,23,completionAttempts,20-26
401110800,Georgia,SEC,home,23,netPassingYards,187
401110800,Georgia,SEC,home,23,totalYards,339
401110800,Georgia,SEC,home,23,fourthDownEff,0-0
401110800,Georgia,SEC,home,23,thirdDownEff,4-11
401110800,Georgia,SEC,home,23,firstDowns,18
401110800,Georgia,SEC,home,23,tackles,19
401110800,Georgia,SEC,home,23,qbHurries,0
401110799,Florida,SEC,home,34,rushingTDs,2
401110799,Florida,SEC,home,34,puntReturnYards,10
401110799,Florida,SEC,home,34,puntReturnTDs,0
401110799,Florida,SEC,home,34,puntReturns,1
401110799,Florida,SEC,home,34,passingTDs,2
401110799,Florida,SEC,home,34,kickingPoints,10
