game_id,school,conference,homeAway,points,stat_category,stat
401309614,Louisiana Monroe,Sun Belt,away,6,rushingTDs,0
401309614,Louisiana Monroe,Sun Belt,away,6,passingTDs,0
401309614,Louisiana Monroe,Sun Belt,away,6,kickReturnYards,58
401309614,Louisiana Monroe,Sun Belt,away,6,kickReturnTDs,0
401309614,Louisiana Monroe,Sun Belt,away,6,kickReturns,3
401309614,Louisiana Monroe,Sun Belt,away,6,kickingPoints,6
401309614,Louisiana Monroe,Sun Belt,away,6,fumblesRecovered,1
401309614,Louisiana Monroe,Sun Belt,away,6,totalFumbles,1
401309614,Louisiana Monroe,Sun Belt,away,6,tacklesForLoss,6
401309614,Louisiana Monroe,Sun Belt,away,6,defensiveTDs,0
401309614,Louisiana Monroe,Sun Belt,away,6,tackles,37
401309614,Louisiana Monroe,Sun Belt,away,6,sacks,0
401309614,Louisiana Monroe,Sun Belt,away,6,qbHurries,0
401309614,Louisiana Monroe,Sun Belt,away,6,passesDeflected,2
401309614,Louisiana Monroe,Sun Belt,away,6,possessionTime,24:14
401309614,Louisiana Monroe,Sun Belt,away,6,interceptions,1
401309614,Louisiana Monroe,Sun Belt,away,6,fumblesLost,0
401309614,Louisiana Monroe,Sun Belt,away,6,turnovers,1
401309614,Louisiana Monroe,Sun Belt,away,6,totalPenaltiesYards,3-25
401309614,Louisiana Monroe,Sun Belt,away,6,yardsPerRushAttempt,2.3
401309614,Louisiana Monroe,Sun Belt,away,6,rushingAttempts,31
401309614,Louisiana Monroe,Sun Belt,away,6,rushingYards,72
401309614,Louisiana Monroe,Sun Belt,away,6,yardsPerPass,5.5
401309614,Louisiana Monroe,Sun Belt,away,6,completionAttempts,13-24
401309614,Louisiana Monroe,Sun Belt,away,6,netPassingYards,131
401309614,Louisiana Monroe,Sun Belt,away,6,totalYards,203
401309614,Louisiana Monroe,Sun Belt,away,6,fourthDownEff,0-0
401309614,Louisiana Monroe,Sun Belt,away,6,thirdDownEff,4-15
401309614,Louisiana Monroe,Sun Belt,away,6,firstDowns,10
401309614,Coastal Carolina,Sun Belt,home,59,rushingTDs,3
401309614,Coastal Carolina,Sun Belt,home,59,puntReturnYards,51
401309614,Coastal Carolina,Sun Belt,home,59,puntReturnTDs,1
401309614,Coastal Carolina,Sun Belt,home,59,puntReturns,5
401309614,Coastal Carolina,Sun Belt,home,59,passingTDs,4
401309614,Coastal Carolina,Sun Belt,home,59,kickReturnYards,19
401309614,Coastal Carolina,Sun Belt,home,59,kickReturnTDs,0
401309614,Coastal Carolina,Sun Belt,home,59,kickReturns,1
401309614,Coastal Carolina,Sun Belt,home,59,kickingPoints,11
401309614,Coastal Carolina,Sun Belt,home,59,interceptionYards,30
401309614,Coastal Carolina,Sun Belt,home,59,interceptionTDs,0
401309614,Coastal Carolina,Sun Belt,home,59,passesIntercepted,1
401309614,Coastal Carolina,Sun Belt,home,59,fumblesRecovered,0
401309614,Coastal Carolina,Sun Belt,home,59,totalFumbles,3
401309614,Coastal Carolina,Sun Belt,home,59,tacklesForLoss,6
401309614,Coastal Carolina,Sun Belt,home,59,defensiveTDs,1
401309614,Coastal Carolina,Sun Belt,home,59,tackles,29
401309614,Coastal Carolina,Sun Belt,home,59,sacks,3
401309614,Coastal Carolina,Sun Belt,home,59,qbHurries,2
401309614,Coastal Carolina,Sun Belt,home,59,passesDeflected,3
401309614,Coastal Carolina,Sun Belt,home,59,possessionTime,35:46
401309614,Coastal Carolina,Sun Belt,home,59,interceptions,0
401309614,Coastal Carolina,Sun Belt,home,59,fumblesLost,1
401309614,Coastal Carolina,Sun Belt,home,59,turnovers,1
401309614,Coastal Carolina,Sun Belt,home,59,totalPenaltiesYards,5-35
401309614,Coastal Carolina,Sun Belt,home,59,yardsPerRushAttempt,6.5
401309614,Coastal Carolina,Sun Belt,home,59,rushingAttempts,42
401309614,Coastal Carolina,Sun Belt,home,59,rushingYards,275
401309614,Coastal Carolina,Sun Belt,home,59,yardsPerPass,11.8
401309614,Coastal Carolina,Sun Belt,home,59,completionAttempts,21-24
401309614,Coastal Carolina,Sun Belt,home,59,netPassingYards,282
401309614,Coastal Carolina,Sun Belt,home,59,totalYards,557
401309614,Coastal Carolina,Sun Belt,home,59,fourthDownEff,0-0
401309614,Coastal Carolina,Sun Belt,home,59,thirdDownEff,9-11
401309614,Coastal Carolina,Sun Belt,home,59,firstDowns,26
401309612,Appalachian State,Sun Belt,away,45,rushingTDs,2
401309612,Appalachian State,Sun Belt,away,45,passingTDs,4
401309612,Appalachian State,Sun Belt,away,45,kickReturnYards,60
