id,homeTeam,homeScore,awayTeam,awayScore,lineProvider,overUnder,spread,formattedSpread,openingSpread,openingOverUnder,homeMoneyline,awayMoneyline
401426535,Charlotte,24,William & Mary,41,William Hill (New Jersey),52,-4.5,Charlotte -4.5,,,,
401426535,Charlotte,24,William & Mary,41,consensus,52,-4.5,Charlotte -4.5,,,,
401403856,Auburn,42,Mercer,16,Bovada,51.5,-30.0,Auburn -30.0,-29.0,50.0,,
401403856,Auburn,42,Mercer,16,William Hill (New Jersey),51.5,-30,Auburn -30,,,,
401403856,Auburn,42,Mercer,16,consensus,51.5,-30,Auburn -30,,,,
401403865,Texas A&M,31,Sam Houston State,0,Bovada,55.5,-38.0,Texas A&M -38.0,-33.0,53.5,,
401403865,Texas A&M,31,Sam Houston State,0,William Hill (New Jersey),54,-34.5,Texas A&M -34.5,,,,
401403865,Texas A&M,31,Sam Houston State,0,consensus,54,-36.5,Texas A&M -36.5,,,,
401403968,California,34,UC Davis,13,Bovada,44.0,-14.0,California -14.0,-13.5,44.0,-600,425
401403968,California,34,UC Davis,13,William Hill (New Jersey),44,-14,California -14,,,,
401403968,California,34,UC Davis,13,consensus,44,-14,California -14,,,,
401403866,Vanderbilt,42,Elon,31,Bovada,51.0,-20.0,Vanderbilt -20.0,-18.0,51.0,,
401403866,Vanderbilt,42,Elon,31,William Hill (New Jersey),51.5,-18.5,Vanderbilt -18.5,,,,
401403866,Vanderbilt,42,Elon,31,consensus,51.5,-18.5,Vanderbilt -18.5,,,,
401405062,Iowa,7,South Dakota State,3,William Hill (New Jersey),42,-10.5,Iowa -10.5,,,,
401405062,Iowa,7,South Dakota State,3,consensus,42,-10.5,Iowa -10.5,,,,
401405062,Iowa,7,South Dakota State,3,Bovada,42.5,-11.0,Iowa -11.0,-10.5,42.5,,
401404147,Connecticut,28,Central Connecticut,3,Bovada,51.0,-21.0,Connecticut -21.0,-20.0,51.5,,
401404147,Connecticut,28,Central Connecticut,3,William Hill (New Jersey),51,-20.5,Connecticut -20.5,,,,
401404147,Connecticut,28,Central Connecticut,3,consensus,51.5,-20.5,Connecticut -20.5,,,,
401404057,Iowa State,42,Southeast Missouri State,10,William Hill (New Jersey),54.5,-33.5,Iowa State -33.5,,,,
401404057,Iowa State,42,Southeast Missouri State,10,consensus,54.5,-33.5,Iowa State -33.5,,,,
401403971,UCLA,45,Bowling Green,17,Bovada,56.0,-24.0,UCLA -24.0,-30.0,55.5,-2800,1100
401403971,UCLA,45,Bowling Green,17,William Hill (New Jersey),56.5,-24,UCLA -24,,,,
401403971,UCLA,45,Bowling Green,17,consensus,56.5,-24,UCLA -24,,,,
401403971,UCLA,45,Bowling Green,17,teamrankings,56.5,-24,UCLA -24,,,,
401404056,Kansas State,34,South Dakota,0,Bovada,50.0,-27.0,Kansas State -27.0,-25.0,47.5,,
401404056,Kansas State,34,South Dakota,0,William Hill (New Jersey),50.5,-27,Kansas State -27,,,,
401404056,Kansas State,34,South Dakota,0,consensus,50.5,-27,Kansas State -27,,,,
401426541,Oklahoma,45,UTEP,13,Bovada,58.5,-31.0,Oklahoma -31.0,-37.0,56.5,,
401426541,Oklahoma,45,UTEP,13,William Hill (New Jersey),58,-31,Oklahoma -31,,,,
401426541,Oklahoma,45,UTEP,13,consensus,58,-31,Oklahoma -31,,,,
401426541,Oklahoma,45,UTEP,13,teamrankings,58,-31,Oklahoma -31,,,,
401426542,UT San Antonio,35,Houston,37,Bovada,62.0,4.0,Houston -4.0,6.5,59.0,165,-195
401426542,UT San Antonio,35,Houston,37,William Hill (New Jersey),62,3.5,Houston -3.5,,,,
401426542,UT San Antonio,35,Houston,37,consensus,62,3.5,Houston -3.5,,,,
401426542,UT San Antonio,35,Houston,37,teamrankings,61.5,3.5,Houston -3.5,,,,
401403982,Utah,73,Southern Utah,7,William Hill (New Jersey),58.5,-45.5,Utah -45.5,,,,
401403982,Utah,73,Southern Utah,7,consensus,58.5,-45.5,Utah -45.5,,,,
401403977,Air Force,41,Colorado,10,Bovada,50.0,-17.5,Air Force -17.5,-16.0,45.5,-900,575
401403977,Air Force,41,Colorado,10,William Hill (New Jersey),50,-17.5,Air Force -17.5,,,,
401403977,Air Force,41,Colorado,10,consensus,50,-17.5,Air Force -17.5,,,,
401403977,Air Force,41,Colorado,10,teamrankings,50,-17.5,Air Force -17.5,,,,
401403976,California,20,UNLV,14,Bovada,49.5,-12.5,California -12.5,-13.0,50.5,-480,350
401403976,California,20,UNLV,14,William Hill (New Jersey),49.5,-12.5,California -12.5,,,,
401403976,California,20,UNLV,14,consensus,49.5,-12.5,California -12.5,,,,
401403976,California,20,UNLV,14,teamrankings,49.5,-12,California -12,,,,
401403981,UCLA,45,Alabama State,7,William Hill (New Jersey),62.5,-48.5,UCLA -48.5,,,,
401403981,UCLA,45,Alabama State,7,consensus,61.5,-48.5,UCLA -48.5,,,,
401403984,Wisconsin,14,Washington State,17,Bovada,49.0,-17.5,Wisconsin -17.5,-17.0,46.5,-1000,625
401403984,Wisconsin,14,Washington State,17,William Hill (New Jersey),49,-17.5,Wisconsin -17.5,,,,
401403984,Wisconsin,14,Washington State,17,consensus,49,-17.5,Wisconsin -17.5,,,,
401403984,Wisconsin,14,Washington State,17,teamrankings,48.5,-17.5,Wisconsin -17.5,,,,
401404125,Notre Dame,21,Marshall,26,Bovada,48.5,-21.0,Notre Dame -21.0,-19.0,52.0,-1800,850
401404125,Notre Dame,21,Marshall,26,William Hill (New Jersey),48,-20.5,Notre Dame -20.5,,,,
401404125,Notre Dame,21,Marshall,26,consensus,48,-20.5,Notre Dame -20.5,,,,
401404125,Notre Dame,21,Marshall,26,teamrankings,48,-20.5,Notre Dame -20.5,,,,
401404063,Texas Tech,33,Houston,30,Bovada,62.5,-4.0,Texas Tech -4.0,-3.0,65.5,-165,140
401404063,Texas Tech,33,Houston,30,William Hill (New Jersey),62,-4,Texas Tech -4,,,,
401404063,Texas Tech,33,Houston,30,consensus,62,-4,Texas Tech -4,,,,
401404063,Texas Tech,33,Houston,30,teamrankings,62.5,-3.5,Texas Tech -3.5,,,,
401404064,Iowa,7,Iowa State,10,Bovada,38.5,-3.5,Iowa -3.5,-3.5,41.5,-175,150
401404064,Iowa,7,Iowa State,10,William Hill (New Jersey),39,-3.5,Iowa -3.5,,,,
401404064,Iowa,7,Iowa State,10,consensus,39,-3.5,Iowa -3.5,,,,
401404064,Iowa,7,Iowa State,10,teamrankings,39,-3.5,Iowa -3.5,,,,
401405070,Illinois,24,Virginia,3,Bovada,55.0,-3.5,Illinois -3.5,-3.5,56.5,-175,150
401405070,Illinois,24,Virginia,3,William Hill (New Jersey),55,-4,Illinois -4,,,,
401405070,Illinois,24,Virginia,3,consensus,55,-4,Illinois -4,,,,
401405070,Illinois,24,Virginia,3,teamrankings,55,-4,Illinois -4,,,,
401404065,West Virginia,42,Kansas,55,Bovada,60.0,-14.0,West Virginia -14.0,-13.5,57.5,-525,375
401404065,West Virginia,42,Kansas,55,William Hill (New Jersey),60,-14,West Virginia -14,,,,
401404065,West Virginia,42,Kansas,55,consensus,59.5,-14,West Virginia -14,,,,
401404065,West Virginia,42,Kansas,55,teamrankings,59.5,-14,West Virginia -14,,,,
401404066,Oklahoma,33,Kent State,3,Bovada,73.0,-33.5,Oklahoma -33.5,-32.0,71.0,,
401404066,Oklahoma,33,Kent State,3,William Hill (New Jersey),72.5,-33,Oklahoma -33,,,,
401404066,Oklahoma,33,Kent State,3,consensus,72.5,-33,Oklahoma -33,,,,
401404066,Oklahoma,33,Kent State,3,teamrankings,73,-33.5,Oklahoma -33.5,,,,
401405071,Minnesota,62,Western Illinois,10,William Hill (New Jersey),58,-41,Minnesota -41,,,,
401405071,Minnesota,62,Western Illinois,10,consensus,56.5,-41,Minnesota -41,,,,
401405073,Northwestern,23,Duke,31,Bovada,56.0,-10.0,Northwestern -10.0,-9.0,56.5,-380,290
401405073,Northwestern,23,Duke,31,William Hill (New Jersey),56,-10,Northwestern -10,,,,
401405073,Northwestern,23,Duke,31,consensus,56,-10,Northwestern -10,,,,
401405073,Northwestern,23,Duke,31,teamrankings,56.5,-10,Northwestern -10,,,,
401411103,Georgia State,28,North Carolina,35,Bovada,64.5,7.0,North Carolina -7.0,9.5,68.0,215,-260
401411103,Georgia State,28,North Carolina,35,William Hill (New Jersey),64.5,7,North Carolina -7,,,,
401411103,Georgia State,28,North Carolina,35,consensus,64,7,North Carolina -7,,,,
401411103,Georgia State,28,North Carolina,35,teamrankings,64,7,North Carolina -7,,,,
401415214,New Mexico,14,Boise State,31,Bovada,43.5,17.0,Boise State -17.0,17.0,46.5,525,-800
401415214,New Mexico,14,Boise State,31,William Hill (New Jersey),43.5,17,Boise State -17,,,,
401415214,New Mexico,14,Boise State,31,consensus,43.5,17,Boise State -17,,,,
401415214,New Mexico,14,Boise State,31,teamrankings,43.5,17,Boise State -17,,,,
401415614,Temple,30,Lafayette,14,William Hill (New Jersey),39.5,-14.5,Temple -14.5,,,,
401415614,Temple,30,Lafayette,14,consensus,39.5,-13.5,Temple -13.5,,,,
401415177,Wyoming,33,Northern Colorado,10,William Hill (New Jersey),54.5,-23.5,Wyoming -23.5,,,,
401415177,Wyoming,33,Northern Colorado,10,consensus,54.5,-23.5,Wyoming -23.5,,,,
401415216,Nevada,41,Incarnate Word,55,William Hill (New Jersey),61.5,-4,Nevada -4,,,,
401415216,Nevada,41,Incarnate Word,55,consensus,61.5,-4,Nevada -4,,,,
401415024,East Carolina,39,Old Dominion,21,Bovada,49.5,-13.5,East Carolina -13.5,-11.0,52.0,-500,360
401415024,East Carolina,39,Old Dominion,21,William Hill (New Jersey),50,-13,East Carolina -13,,,,
401415024,East Carolina,39,Old Dominion,21,consensus,50,-13,East Carolina -13,,,,
401415024,East Carolina,39,Old Dominion,21,teamrankings,49.5,-13,East Carolina -13,,,,
401415617,Navy,13,Memphis,37,Bovada,47.0,4.5,Memphis -4.5,6.5,50.0,170,-200
401415617,Navy,13,Memphis,37,William Hill (New Jersey),47,4.5,Memphis -4.5,,,,
401415617,Navy,13,Memphis,37,consensus,47.5,4.5,Memphis -4.5,,,,
401415617,Navy,13,Memphis,37,teamrankings,47.5,4.5,Memphis -4.5,,,,
401416595,Bowling Green,57,Eastern Kentucky,59,William Hill (New Jersey),57,-7.5,Bowling Green -7.5,,,,
401416595,Bowling Green,57,Eastern Kentucky,59,consensus,57,-7.5,Bowling Green -7.5,,,,
401416596,Buffalo,31,Holy Cross,37,William Hill (New Jersey),51.5,-6,Buffalo -6,,,,
401416596,Buffalo,31,Holy Cross,37,consensus,51.5,-6,Buffalo -6,,,,
401416598,Louisiana,49,Eastern Michigan,21,Bovada,56.0,-11.0,Louisiana -11.0,-11.0,56.0,-450,335
401416598,Louisiana,49,Eastern Michigan,21,William Hill (New Jersey),56,-11,Louisiana -11,,,,
401416598,Louisiana,49,Eastern Michigan,21,consensus,56,-11,Louisiana -11,,,,
401416598,Louisiana,49,Eastern Michigan,21,teamrankings,56,-11,Louisiana -11,,,,
401426545,Charlotte,21,Maryland,56,Bovada,65.0,28.0,Maryland -28.0,27.0,66.5,,
401426545,Charlotte,21,Maryland,56,William Hill (New Jersey),65,28,Maryland -28,,,,
401426545,Charlotte,21,Maryland,56,consensus,65,28,Maryland -28,,,,
401426545,Charlotte,21,Maryland,56,teamrankings,65,28,Maryland -28,,,,
401426548,Colorado State,19,Middle Tennessee,34,Bovada,58.0,-14.0,Colorado State -14.0,-7.0,57.0,-415,310
401426548,Colorado State,19,Middle Tennessee,34,William Hill (New Jersey),58.5,-13.5,Colorado State -13.5,,,,
401426548,Colorado State,19,Middle Tennessee,34,consensus,58.5,-13.5,Colorado State -13.5,,,,
401426548,Colorado State,19,Middle Tennessee,34,teamrankings,58,-13.5,Colorado State -13.5,,,,
401426332,Coastal Carolina,31,Gardner-Webb,27,William Hill (New Jersey),66.5,-32.5,Coastal Carolina -32.5,,,,
401426332,Coastal Carolina,31,Gardner-Webb,27,consensus,66.5,-32.5,Coastal Carolina -32.5,,,,
401426553,Army,38,UT San Antonio,41,Bovada,54.0,1.5,UT San Antonio -1.5,1.5,54.0,130,-150
401426553,Army,38,UT San Antonio,41,William Hill (New Jersey),54,2,UT San Antonio -2,,,,
401426553,Army,38,UT San Antonio,41,consensus,54,2,UT San Antonio -2,,,,
401426553,Army,38,UT San Antonio,41,teamrankings,54,2,UT San Antonio -2,,,,
401426549,North Texas,59,Texas Southern,27,William Hill (New Jersey),64.5,-38.5,North Texas -38.5,,,,
401426549,North Texas,59,Texas Southern,27,consensus,64.5,-38.5,North Texas -38.5,,,,
401426550,Rice,52,McNeese,10,William Hill (New Jersey),52.5,-7,Rice -7,,,,
401426550,Rice,52,McNeese,10,consensus,52.5,-7.5,Rice -7.5,,,,
401426552,UTEP,20,New Mexico State,13,Bovada,46.0,-17.0,UTEP -17.0,-13.5,46.0,-850,550
401426552,UTEP,20,New Mexico State,13,William Hill (New Jersey),46.5,-17,UTEP -17,,,,
401426552,UTEP,20,New Mexico State,13,consensus,46.5,-17.5,UTEP -17.5,,,,
401426552,UTEP,20,New Mexico State,13,teamrankings,46.5,-17,UTEP -17,,,,
401403887,Missouri,34,Abilene Christian,17,Bovada,56.5,-31.5,Missouri -31.5,-31.5,56.5,,
401403887,Missouri,34,Abilene Christian,17,William Hill (New Jersey),56.5,-31.5,Missouri -31.5,,,,
401403887,Missouri,34,Abilene Christian,17,consensus,56.5,-31.5,Missouri -31.5,,,,
401403888,South Carolina,7,Georgia,48,Bovada,56.0,25.5,Georgia -25.5,24.5,50.5,1200,-4000
401403888,South Carolina,7,Georgia,48,William Hill (New Jersey),55.5,25.5,Georgia -25.5,,,,
401403888,South Carolina,7,Georgia,48,consensus,56,25.5,Georgia -25.5,,,,
401403888,South Carolina,7,Georgia,48,teamrankings,56,25.5,Georgia -25.5,,,,
401403886,Georgia Tech,0,Ole Miss,42,Bovada,62.5,17.5,Ole Miss -17.5,14.5,60.0,525,-800
401403886,Georgia Tech,0,Ole Miss,42,William Hill (New Jersey),62.5,17,Ole Miss -17,,,,
401403886,Georgia Tech,0,Ole Miss,42,consensus,63,17,Ole Miss -17,,,,
401403886,Georgia Tech,0,Ole Miss,42,teamrankings,63,17,Ole Miss -17,,,,
401403991,UCLA,32,South Alabama,31,Bovada,59.0,-15.5,UCLA -15.5,-14.0,59.0,-650,450
401403991,UCLA,32,South Alabama,31,William Hill (New Jersey),59,-15.5,UCLA -15.5,,,,
401403991,UCLA,32,South Alabama,31,consensus,59,-15.5,UCLA -15.5,,,,
401403991,UCLA,32,South Alabama,31,teamrankings,59.5,-15.5,UCLA -15.5,,,,
401403987,Notre Dame,24,California,17,Bovada,41.0,-13.5,Notre Dame -13.5,-12.5,43.0,-480,350
401403987,Notre Dame,24,California,17,William Hill (New Jersey),41,-13.5,Notre Dame -13.5,,,,
401403987,Notre Dame,24,California,17,consensus,41,-13.5,Notre Dame -13.5,,,,
401403987,Notre Dame,24,California,17,teamrankings,41.5,-13.5,Notre Dame -13.5,,,,
401403891,Northern Illinois,28,Vanderbilt,38,Bovada,58.5,-2.5,Northern Illinois -2.5,-1.5,61.5,-130,110
401403891,Northern Illinois,28,Vanderbilt,38,William Hill (New Jersey),58,-2.5,Northern Illinois -2.5,,,,
401403891,Northern Illinois,28,Vanderbilt,38,consensus,58.5,-2.5,Northern Illinois -2.5,,,,
401403891,Northern Illinois,28,Vanderbilt,38,teamrankings,58.5,-2.5,Northern Illinois -2.5,,,,
401404070,Nebraska,14,Oklahoma,49,Bovada,65.5,10.5,Oklahoma -10.5,14.0,64.5,325,-450
401404070,Nebraska,14,Oklahoma,49,William Hill (New Jersey),66.5,10.5,Oklahoma -10.5,,,,
401404070,Nebraska,14,Oklahoma,49,consensus,65.5,10.5,Oklahoma -10.5,,,,
401404070,Nebraska,14,Oklahoma,49,teamrankings,65.5,10.5,Oklahoma -10.5,,,,
401404071,Baylor,42,Texas State,7,Bovada,53.0,-30.0,Baylor -30.0,-30.0,53.0,,
401404071,Baylor,42,Texas State,7,William Hill (New Jersey),53,-30,Baylor -30,,,,
401404071,Baylor,42,Texas State,7,consensus,53,-30,Baylor -30,,,,
401404071,Baylor,42,Texas State,7,teamrankings,53,-30,Baylor -30,,,,
401404069,Iowa State,43,Ohio,10,Bovada,47.5,-19.5,Iowa State -19.5,-21.5,49.0,-1100,650
401404069,Iowa State,43,Ohio,10,William Hill (New Jersey),48.5,-20,Iowa State -20,,,,
401404069,Iowa State,43,Ohio,10,consensus,48,-20,Iowa State -20,,,,
401404069,Iowa State,43,Ohio,10,teamrankings,48,-20,Iowa State -20,,,,
401404136,Army,49,Villanova,10,William Hill (New Jersey),56,-13.5,Army -13.5,,,,
401404136,Army,49,Villanova,10,Bovada,56.0,-14.5,Army -14.5,-13.5,56.0,,
401404136,Army,49,Villanova,10,consensus,56,-14,Army -14,,,,
401404149,Michigan,59,Connecticut,0,Bovada,58.5,-47.5,Michigan -47.5,-47.0,59.5,,
401404149,Michigan,59,Connecticut,0,William Hill (New Jersey),59,-47.5,Michigan -47.5,,,,
401404149,Michigan,59,Connecticut,0,consensus,59,-47.5,Michigan -47.5,,,,
401404149,Michigan,59,Connecticut,0,teamrankings,59,-47.5,Michigan -47.5,,,,
401405083,Northwestern,24,Southern Illinois,31,Bovada,58.0,-14.0,Northwestern -14.0,-13.5,58.0,,
401405083,Northwestern,24,Southern Illinois,31,William Hill (New Jersey),58.5,-13.5,Northwestern -13.5,,,,
401405083,Northwestern,24,Southern Illinois,31,consensus,58.5,-13.5,Northwestern -13.5,,,,
401405085,Wisconsin,66,New Mexico State,7,Bovada,45.0,-37.5,Wisconsin -37.5,-37.0,47.5,,
401405085,Wisconsin,66,New Mexico State,7,William Hill (New Jersey),45,-37.5,Wisconsin -37.5,,,,
401405085,Wisconsin,66,New Mexico State,7,consensus,45.5,-37.5,Wisconsin -37.5,,,,
401405085,Wisconsin,66,New Mexico State,7,teamrankings,45.5,-38,Wisconsin -38,,,,
401405087,Maryland,34,SMU,27,Bovada,74.0,-3.0,Maryland -3.0,-2.5,70.0,-145,125
401405087,Maryland,34,SMU,27,William Hill (New Jersey),73.5,-3,Maryland -3,,,,
401405087,Maryland,34,SMU,27,consensus,73.5,-2.5,Maryland -2.5,,,,
401405087,Maryland,34,SMU,27,teamrankings,74,-3,Maryland -3,,,,
401405088,Ohio State,77,Toledo,21,Bovada,63.0,-32.0,Ohio State -32.0,-31.5,61.0,,
401405088,Ohio State,77,Toledo,21,William Hill (New Jersey),63,-31,Ohio State -31,,,,
401405088,Ohio State,77,Toledo,21,consensus,63,-31,Ohio State -31,,,,
401405088,Ohio State,77,Toledo,21,teamrankings,63,-34.5,Ohio State -34.5,,,,
401411110,Boston College,38,Maine,17,William Hill (New Jersey),48,-31,Boston College -31,,,,
401411110,Boston College,38,Maine,17,consensus,48,-31,Boston College -31,,,,
401415217,Wyoming,17,Air Force,14,Bovada,47.0,17.0,Air Force -17.0,15.0,50.0,500,-750
401415217,Wyoming,17,Air Force,14,William Hill (New Jersey),47,16.5,Air Force -16.5,,,,
401415217,Wyoming,17,Air Force,14,consensus,47,16.5,Air Force -16.5,,,,
401415217,Wyoming,17,Air Force,14,teamrankings,47,16.5,Air Force -16.5,,,,
401411114,Virginia Tech,27,Wofford,7,William Hill (New Jersey),45.5,-40,Virginia Tech -40,,,,
401411114,Virginia Tech,27,Wofford,7,consensus,45.5,-38.5,Virginia Tech -38.5,,,,
401411114,Virginia Tech,27,Wofford,7,Bovada,45.0,-39.0,Virginia Tech -39.0,-37.0,45.0,,
401415623,Miami (OH),17,Cincinnati,38,Bovada,51.0,24.0,Cincinnati -24.0,20.0,50.0,1050,-2500
401415623,Miami (OH),17,Cincinnati,38,William Hill (New Jersey),50,24,Cincinnati -24,,,,
401415623,Miami (OH),17,Cincinnati,38,consensus,51,24,Cincinnati -24,,,,
401415623,Miami (OH),17,Cincinnati,38,teamrankings,51,24,Cincinnati -24,,,,
401416603,Kent State,63,Long Island University,10,Bovada,65.0,-40.0,Kent State -40.0,-40.0,65.0,,
401416603,Kent State,63,Long Island University,10,William Hill (New Jersey),64.5,-40,Kent State -40,,,,
401416603,Kent State,63,Long Island University,10,consensus,64.5,-40,Kent State -40,,,,
401416601,Coastal Carolina,38,Buffalo,26,Bovada,60.0,-11.5,Coastal Carolina -11.5,-18.5,58.0,-500,360
401416601,Coastal Carolina,38,Buffalo,26,William Hill (New Jersey),59.5,-12,Coastal Carolina -12,,,,
401416601,Coastal Carolina,38,Buffalo,26,consensus,59.5,-12,Coastal Carolina -12,,,,
401416601,Coastal Carolina,38,Buffalo,26,teamrankings,60,-12,Coastal Carolina -12,,,,
401415622,Memphis,44,Arkansas State,32,Bovada,64.0,-14.5,Memphis -14.5,-13.5,62.0,-600,425
401415622,Memphis,44,Arkansas State,32,William Hill (New Jersey),64,-14.5,Memphis -14.5,,,,
401415622,Memphis,44,Arkansas State,32,consensus,64.5,-14.5,Memphis -14.5,,,,
401415622,Memphis,44,Arkansas State,32,teamrankings,64,-14.5,Memphis -14.5,,,,
401426558,UNLV,58,North Texas,27,Bovada,62.5,-2.5,UNLV -2.5,-2.5,57.5,-135,115
401426558,UNLV,58,North Texas,27,William Hill (New Jersey),62.5,-2.5,UNLV -2.5,,,,
