id,homeTeam,homeScore,awayTeam,awayScore,lineProvider,overUnder,spread,formattedSpread,openingSpread,openingOverUnder,homeMoneyline,awayMoneyline
401282782,Northwestern,21,Michigan State,38,Bovada,45.0,-3.0,Northwestern -3.0,-7.0,45.0,-170,150
401282782,Northwestern,21,Michigan State,38,William Hill (New Jersey),45.5,-3,Northwestern -3,,,,
401282782,Northwestern,21,Michigan State,38,consensus,45.5,-3,Northwestern -3,,,,
401282782,Northwestern,21,Michigan State,38,numberfire,45.5,-3.5,Northwestern -3.5,,,,
401282782,Northwestern,21,Michigan State,38,teamrankings,45.5,-3,Northwestern -3,,,,
401309840,Washington State,23,Utah State,26,Bovada,66.5,-17.5,Washington State -17.5,-15.5,64.5,-1000,600
401309840,Washington State,23,Utah State,26,William Hill (New Jersey),66,-17,Washington State -17,,,,
401309840,Washington State,23,Utah State,26,consensus,66.5,-17,Washington State -17,,,,
401309840,Washington State,23,Utah State,26,numberfire,66.5,-17.5,Washington State -17.5,,,,
401309840,Washington State,23,Utah State,26,teamrankings,66.5,-17.5,Washington State -17.5,,,,
401309841,Arizona,16,BYU,24,Bovada,53.5,12.5,BYU -12.5,10.0,54.5,350,-500
401309841,Arizona,16,BYU,24,William Hill (New Jersey),54,13.5,BYU -13.5,,,,
401309841,Arizona,16,BYU,24,consensus,54,13.5,BYU -13.5,,,,
401309841,Arizona,16,BYU,24,numberfire,53.5,13.5,BYU -13.5,,,,
401309841,Arizona,16,BYU,24,teamrankings,54,13.5,BYU -13.5,,,,
401282052,Charlotte,31,Duke,28,Bovada,60.0,6.5,Duke -6.5,7.5,60.0,215,-260
401282052,Charlotte,31,Duke,28,William Hill (New Jersey),60,6.5,Duke -6.5,,,,
401282052,Charlotte,31,Duke,28,consensus,60.5,6.5,Duke -6.5,,,,
401282052,Charlotte,31,Duke,28,numberfire,59.5,6.5,Duke -6.5,,,,
401282052,Charlotte,31,Duke,28,teamrankings,60,6,Duke -6,,,,
401309837,California,17,Nevada,22,Bovada,52.5,-3.0,California -3.0,-3.5,52.5,-170,150
401309837,California,17,Nevada,22,William Hill (New Jersey),52.5,-3,California -3,,,,
401309837,California,17,Nevada,22,consensus,52.5,-3,California -3,,,,
401309837,California,17,Nevada,22,numberfire,52.5,-2.5,California -2.5,,,,
401309837,California,17,Nevada,22,teamrankings,52.5,-2.5,California -2.5,,,,
401281945,Florida,35,Florida Atlantic,14,Bovada,52.0,-23.5,Florida -23.5,-25.5,53.0,-2300,1025
401281945,Florida,35,Florida Atlantic,14,William Hill (New Jersey),52,-23.5,Florida -23.5,,,,
401281945,Florida,35,Florida Atlantic,14,consensus,52,-23.5,Florida -23.5,,,,
401281945,Florida,35,Florida Atlantic,14,numberfire,51.5,-23.5,Florida -23.5,,,,
401281945,Florida,35,Florida Atlantic,14,teamrankings,51.5,-23.5,Florida -23.5,,,,
401282049,New Mexico State,3,UTEP,30,Bovada,59.5,10.0,UTEP -10.0,8.0,54.0,280,-360
401282049,New Mexico State,3,UTEP,30,William Hill (New Jersey),59.5,9.5,UTEP -9.5,,,,
401282049,New Mexico State,3,UTEP,30,consensus,59.5,9.5,UTEP -9.5,,,,
401282049,New Mexico State,3,UTEP,30,numberfire,58.5,9.5,UTEP -9.5,,,,
401282049,New Mexico State,3,UTEP,30,teamrankings,59,9.5,UTEP -9.5,,,,
401281946,Clemson,3,Georgia,10,Bovada,51.5,-2.5,Clemson -2.5,-4.5,52.0,-145,125
401281946,Clemson,3,Georgia,10,William Hill (New Jersey),51.5,-2.5,Clemson -2.5,,,,
401281946,Clemson,3,Georgia,10,consensus,51.5,-2.5,Clemson -2.5,,,,
401281946,Clemson,3,Georgia,10,numberfire,51.5,-2.5,Clemson -2.5,,,,
401281946,Clemson,3,Georgia,10,teamrankings,51.5,-3,Clemson -3,,,,
401309833,UCLA,44,Hawai'i,10,Bovada,66.5,-18.0,UCLA -18.0,-14.0,70.5,-900,550
401309833,UCLA,44,Hawai'i,10,William Hill (New Jersey),67,-17.5,UCLA -17.5,,,,
401309833,UCLA,44,Hawai'i,10,consensus,67,-17.5,UCLA -17.5,,,,
401309833,UCLA,44,Hawai'i,10,numberfire,66.5,-17.5,UCLA -17.5,,,,
401309833,UCLA,44,Hawai'i,10,teamrankings,67,-17.5,UCLA -17.5,,,,
401287886,Houston,21,Texas Tech,38,Bovada,64.0,-2.5,Houston -2.5,4.0,65.0,-120,-105
401287886,Houston,21,Texas Tech,38,William Hill (New Jersey),63,-2.5,Houston -2.5,,,,
401287886,Houston,21,Texas Tech,38,consensus,63,-2.5,Houston -2.5,,,,
401287886,Houston,21,Texas Tech,38,numberfire,63.5,-2.5,Houston -2.5,,,,
401287886,Houston,21,Texas Tech,38,teamrankings,63,-2.5,Houston -2.5,,,,
401282611,Ohio,9,Syracuse,29,Bovada,55.5,-2.0,Ohio -2.0,0.0,56.0,-130,110
401282611,Ohio,9,Syracuse,29,William Hill (New Jersey),55.5,-2,Ohio -2,,,,
401282611,Ohio,9,Syracuse,29,consensus,55.5,-2,Ohio -2,,,,
401282611,Ohio,9,Syracuse,29,numberfire,55.5,-2.5,Ohio -2.5,,,,
401282611,Ohio,9,Syracuse,29,teamrankings,55.5,-2,Ohio -2,,,,
401282608,Wake Forest,42,Old Dominion,10,Bovada,61.0,-33.0,Wake Forest -33.0,-32.0,65.0,,
401282608,Wake Forest,42,Old Dominion,10,William Hill (New Jersey),61.5,-32,Wake Forest -32,,,,
401282608,Wake Forest,42,Old Dominion,10,consensus,61.5,-32.5,Wake Forest -32.5,,,,
401282608,Wake Forest,42,Old Dominion,10,numberfire,61.5,-32.5,Wake Forest -32.5,,,,
401282608,Wake Forest,42,Old Dominion,10,teamrankings,61.5,-32.5,Wake Forest -32.5,,,,
401309842,USC,30,San José State,7,Bovada,60.0,-14.0,USC -14.0,-16.5,59.5,-700,450
401309842,USC,30,San José State,7,William Hill (New Jersey),61,-14,USC -14,,,,
401309842,USC,30,San José State,7,consensus,61,-14,USC -14,,,,
401309842,USC,30,San José State,7,numberfire,61.5,-14.5,USC -14.5,,,,
401309842,USC,30,San José State,7,teamrankings,61,-13.5,USC -13.5,,,,
401281944,Auburn,60,Akron,10,Bovada,56.0,-37.0,Auburn -37.0,-35.5,55.0,,
401281944,Auburn,60,Akron,10,William Hill (New Jersey),56,-37.5,Auburn -37.5,,,,
401281944,Auburn,60,Akron,10,consensus,56,-37,Auburn -37,,,,
401281944,Auburn,60,Akron,10,numberfire,55.5,-37.5,Auburn -37.5,,,,
401281944,Auburn,60,Akron,10,teamrankings,56.5,-37.5,Auburn -37.5,,,,
401287892,Texas,38,Louisiana,18,Bovada,58.0,-8.5,Texas -8.5,-12.0,59.0,-340,270
401287892,Texas,38,Louisiana,18,William Hill (New Jersey),58,-8.5,Texas -8.5,,,,
401287892,Texas,38,Louisiana,18,consensus,58,-8.5,Texas -8.5,,,,
401287892,Texas,38,Louisiana,18,numberfire,58.5,-9.5,Texas -9.5,,,,
401287892,Texas,38,Louisiana,18,teamrankings,58,-8.5,Texas -8.5,,,,
401282612,Pittsburgh,51,UMass,7,Bovada,56.0,-37.5,Pittsburgh -37.5,-35.5,56.5,,
401282612,Pittsburgh,51,UMass,7,William Hill (New Jersey),56,-37.5,Pittsburgh -37.5,,,,
401282612,Pittsburgh,51,UMass,7,consensus,56,-37.5,Pittsburgh -37.5,,,,
401282612,Pittsburgh,51,UMass,7,numberfire,55.5,-37.5,Pittsburgh -37.5,,,,
401282612,Pittsburgh,51,UMass,7,teamrankings,56,-38,Pittsburgh -38,,,,
401300995,UCF,36,Boise State,31,William Hill (New Jersey),67,-6,UCF -6,,,,
401300995,UCF,36,Boise State,31,Bovada,67.5,-6.5,UCF -6.5,-4.0,70.0,-225,185
401300995,UCF,36,Boise State,31,consensus,67,-6.5,UCF -6.5,,,,
401300995,UCF,36,Boise State,31,numberfire,67.5,-6.5,UCF -6.5,,,,
401300995,UCF,36,Boise State,31,teamrankings,67,-6.5,UCF -6.5,,,,
401281948,UCLA,38,LSU,27,Bovada,64.0,2.5,LSU -2.5,4.0,69.0,125,-145
401281948,UCLA,38,LSU,27,William Hill (New Jersey),63.5,1.5,LSU -1.5,,,,
401281948,UCLA,38,LSU,27,consensus,63.5,2,LSU -2,,,,
401281948,UCLA,38,LSU,27,numberfire,63.5,1.5,LSU -1.5,,,,
401281948,UCLA,38,LSU,27,teamrankings,64,2,LSU -2,,,,
401281950,Missouri,34,Central Michigan,24,Bovada,59.0,-14.0,Missouri -14.0,-11.0,60.5,-650,425
401281950,Missouri,34,Central Michigan,24,William Hill (New Jersey),59,-14,Missouri -14,,,,
401281950,Missouri,34,Central Michigan,24,consensus,59,-14,Missouri -14,,,,
401281950,Missouri,34,Central Michigan,24,numberfire,58.5,-13.5,Missouri -13.5,,,,
401281950,Missouri,34,Central Michigan,24,teamrankings,59,-13.5,Missouri -13.5,,,,
401281949,Mississippi State,35,Louisiana Tech,34,Bovada,52.5,-21.5,Mississippi State -21.5,-27.5,52.5,-2300,1025
401281949,Mississippi State,35,Louisiana Tech,34,William Hill (New Jersey),53,-20.5,Mississippi State -20.5,,,,
401281949,Mississippi State,35,Louisiana Tech,34,consensus,53,-20.5,Mississippi State -20.5,,,,
401281949,Mississippi State,35,Louisiana Tech,34,numberfire,52.5,-21.5,Mississippi State -21.5,,,,
401281949,Mississippi State,35,Louisiana Tech,34,teamrankings,52.5,-20.5,Mississippi State -20.5,,,,
401282177,South Alabama,31,Southern Mississippi,7,Bovada,57.0,-2.0,South Alabama -2.0,2.5,55.0,-125,105
401282177,South Alabama,31,Southern Mississippi,7,William Hill (New Jersey),56.5,-2,South Alabama -2,,,,
401282177,South Alabama,31,Southern Mississippi,7,consensus,56.5,-2,South Alabama -2,,,,
401282177,South Alabama,31,Southern Mississippi,7,numberfire,56.5,-2.5,South Alabama -2.5,,,,
401282177,South Alabama,31,Southern Mississippi,7,teamrankings,56.5,-2,South Alabama -2,,,,
401282053,Texas A&M,41,Kent State,10,Bovada,67.0,-29.5,Texas A&M -29.5,-28.5,66.0,,
401282053,Texas A&M,41,Kent State,10,William Hill (New Jersey),66,-29.5,Texas A&M -29.5,,,,
401282053,Texas A&M,41,Kent State,10,consensus,66,-29.5,Texas A&M -29.5,,,,
401282053,Texas A&M,41,Kent State,10,numberfire,67.5,-29.5,Texas A&M -29.5,,,,
401282053,Texas A&M,41,Kent State,10,teamrankings,67,-29.5,Texas A&M -29.5,,,,
401282067,Colorado,7,Texas A&M,10,Bovada,50.0,17.0,Texas A&M -17.0,17.0,52.0,550,-900
401282067,Colorado,7,Texas A&M,10,William Hill (New Jersey),50,17,Texas A&M -17,,,,
401282067,Colorado,7,Texas A&M,10,consensus,50,17,Texas A&M -17,,,,
401282067,Colorado,7,Texas A&M,10,numberfire,50.5,17.5,Texas A&M -17.5,,,,
401282067,Colorado,7,Texas A&M,10,teamrankings,51,17.5,Texas A&M -17.5,,,,
401282622,Syracuse,7,Rutgers,17,Bovada,51.0,2.5,Rutgers -2.5,2.0,52.0,110,-130
401282622,Syracuse,7,Rutgers,17,Caesars (Pennsylvania),50,2.5,Rutgers -2.5,,,,
401282622,Syracuse,7,Rutgers,17,consensus,51,2.5,Rutgers -2.5,,,,
401282622,Syracuse,7,Rutgers,17,numberfire,50.5,2.5,Rutgers -2.5,,,,
401282622,Syracuse,7,Rutgers,17,teamrankings,50.5,2.5,Rutgers -2.5,,,,
401282174,Navy,7,Marshall,49,Bovada,47.0,3.0,Marshall -3.0,2.5,45.5,120,-140
401282174,Navy,7,Marshall,49,William Hill (New Jersey),46.5,3,Marshall -3,,,,
401282174,Navy,7,Marshall,49,consensus,46.5,3,Marshall -3,,,,
401282174,Navy,7,Marshall,49,numberfire,46.5,3.5,Marshall -3.5,,,,
401282174,Navy,7,Marshall,49,teamrankings,46.5,3.5,Marshall -3.5,,,,
401301003,Arkansas State,50,Memphis,55,Bovada,64.5,5.5,Memphis -5.5,5.5,64.5,175,-210
401301003,Arkansas State,50,Memphis,55,William Hill (New Jersey),64.5,5.5,Memphis -5.5,,,,
401301003,Arkansas State,50,Memphis,55,consensus,64.5,5.5,Memphis -5.5,,,,
401301003,Arkansas State,50,Memphis,55,numberfire,64.5,5.5,Memphis -5.5,,,,
401301003,Arkansas State,50,Memphis,55,teamrankings,65,5.5,Memphis -5.5,,,,
401287900,TCU,34,California,32,Bovada,47.0,-11.5,TCU -11.5,-9.5,48.5,-450,325
401287900,TCU,34,California,32,William Hill (New Jersey),46.5,-11.5,TCU -11.5,,,,
401287900,TCU,34,California,32,consensus,46.5,-11.5,TCU -11.5,,,,
401287900,TCU,34,California,32,numberfire,46.5,-11.5,TCU -11.5,,,,
401287900,TCU,34,California,32,teamrankings,46.5,-11.5,TCU -11.5,,,,
401282723,Iowa,34,Indiana,6,Bovada,45.5,-3.5,Iowa -3.5,-4.0,47.5,-180,160
401282723,Iowa,34,Indiana,6,William Hill (New Jersey),46,-3.5,Iowa -3.5,,,,
401282723,Iowa,34,Indiana,6,consensus,45.5,-3.5,Iowa -3.5,,,,
401282723,Iowa,34,Indiana,6,numberfire,46.5,-3.5,Iowa -3.5,,,,
401282723,Iowa,34,Indiana,6,teamrankings,45.5,-3.5,Iowa -3.5,,,,
401287899,Oklahoma State,28,Tulsa,23,Bovada,51.0,-12.0,Oklahoma State -12.0,-12.5,51.0,-500,360
401287899,Oklahoma State,28,Tulsa,23,William Hill (New Jersey),51,-11.5,Oklahoma State -11.5,,,,
401287899,Oklahoma State,28,Tulsa,23,consensus,51,-12,Oklahoma State -12,,,,
401287899,Oklahoma State,28,Tulsa,23,numberfire,51.5,-11.5,Oklahoma State -11.5,,,,
401287899,Oklahoma State,28,Tulsa,23,teamrankings,51,-11.5,Oklahoma State -11.5,,,,
401309838,Oregon,31,Fresno State,24,Bovada,64.0,-20.0,Oregon -20.0,-20.5,61.5,-1500,775
401309838,Oregon,31,Fresno State,24,William Hill (New Jersey),62.5,-19,Oregon -19,,,,
401309838,Oregon,31,Fresno State,24,consensus,63,-19.5,Oregon -19.5,,,,
401309838,Oregon,31,Fresno State,24,numberfire,62.5,-19.5,Oregon -19.5,,,,
401309838,Oregon,31,Fresno State,24,teamrankings,62.5,-18,Oregon -18,,,,
401286295,Troy,13,Liberty,21,Bovada,62.0,4.5,Liberty -4.5,5.5,59.5,160,-185
401286295,Troy,13,Liberty,21,William Hill (New Jersey),62.5,3,Liberty -3,,,,
401286295,Troy,13,Liberty,21,consensus,62.5,3,Liberty -3,,,,
401286295,Troy,13,Liberty,21,numberfire,63.5,3.5,Liberty -3.5,,,,
401286295,Troy,13,Liberty,21,teamrankings,62.5,3,Liberty -3,,,,
401282816,Penn State,44,Ball State,13,Bovada,58.0,-22.5,Penn State -22.5,-22.5,53.5,-2000,950
401282816,Penn State,44,Ball State,13,William Hill (New Jersey),58,-22.5,Penn State -22.5,,,,
401282816,Penn State,44,Ball State,13,consensus,58,-22.5,Penn State -22.5,,,,
401282816,Penn State,44,Ball State,13,numberfire,57.5,-22.5,Penn State -22.5,,,,
401282816,Penn State,44,Ball State,13,teamrankings,58,-23,Penn State -23,,,,
401282797,Nebraska,28,Buffalo,3,Bovada,54.5,-14.0,Nebraska -14.0,-12.0,52.0,-605,420
401282797,Nebraska,28,Buffalo,3,William Hill (New Jersey),54.5,-13.5,Nebraska -13.5,,,,
401282797,Nebraska,28,Buffalo,3,consensus,54.5,-13.5,Nebraska -13.5,,,,
401282797,Nebraska,28,Buffalo,3,numberfire,54.5,-13.5,Nebraska -13.5,,,,
401282797,Nebraska,28,Buffalo,3,teamrankings,54,-13.5,Nebraska -13.5,,,,
401309601,Georgia State,10,Army,43,Bovada,49.5,-2.5,Georgia State -2.5,-3.0,51.5,-130,110
401309601,Georgia State,10,Army,43,William Hill (New Jersey),50,-2.5,Georgia State -2.5,,,,
401309601,Georgia State,10,Army,43,consensus,50,-2.5,Georgia State -2.5,,,,
401309601,Georgia State,10,Army,43,numberfire,49.5,-2.5,Georgia State -2.5,,,,
401309601,Georgia State,10,Army,43,teamrankings,50,-2.5,Georgia State -2.5,,,,
401282790,Minnesota,31,Miami (OH),26,Bovada,55.0,-19.0,Minnesota -19.0,-21.0,56.0,-1300,725
401282790,Minnesota,31,Miami (OH),26,William Hill (New Jersey),55,-18.5,Minnesota -18.5,,,,
401282790,Minnesota,31,Miami (OH),26,consensus,55,-19,Minnesota -19,,,,
401282790,Minnesota,31,Miami (OH),26,numberfire,55.5,-19.5,Minnesota -19.5,,,,
401282790,Minnesota,31,Miami (OH),26,teamrankings,55,-18.5,Minnesota -18.5,,,,
401287889,Kansas State,24,Stanford,7,Bovada,54.0,-3.5,Kansas State -3.5,0.0,52.5,-160,140
401287889,Kansas State,24,Stanford,7,William Hill (New Jersey),54,-3,Kansas State -3,,,,
401287889,Kansas State,24,Stanford,7,consensus,54,-3,Kansas State -3,,,,
401287889,Kansas State,24,Stanford,7,numberfire,54.5,-3.5,Kansas State -3.5,,,,
401287889,Kansas State,24,Stanford,7,teamrankings,54.5,-3,Kansas State -3,,,,
401282773,Michigan,31,Washington,10,Bovada,47.5,-6.5,Michigan -6.5,-6.0,50.5,-270,220
401282773,Michigan,31,Washington,10,William Hill (New Jersey),47.5,-6.5,Michigan -6.5,,,,
401282773,Michigan,31,Washington,10,consensus,47.5,-6.5,Michigan -6.5,,,,
401282773,Michigan,31,Washington,10,numberfire,47.5,-6.5,Michigan -6.5,,,,
401282773,Michigan,31,Washington,10,teamrankings,47.5,-6.5,Michigan -6.5,,,,
401282754,Iowa State,17,Iowa,27,Bovada,46.0,-4.5,Iowa State -4.5,-3.5,44.5,-185,160
401282754,Iowa State,17,Iowa,27,William Hill (New Jersey),45,-4,Iowa State -4,,,,
401282754,Iowa State,17,Iowa,27,consensus,45,-4,Iowa State -4,,,,
401282754,Iowa State,17,Iowa,27,numberfire,45.5,-4.5,Iowa State -4.5,,,,
401282754,Iowa State,17,Iowa,27,teamrankings,45,-4,Iowa State -4,,,,
401282789,Minnesota,31,Ohio State,45,Bovada,61.5,14.0,Ohio State -14.0,14.0,66.5,385,-570
401282789,Minnesota,31,Ohio State,45,William Hill (New Jersey),62,14,Ohio State -14,,,,
401282789,Minnesota,31,Ohio State,45,consensus,62,14,Ohio State -14,,,,
401282789,Minnesota,31,Ohio State,45,numberfire,62.5,13.5,Ohio State -13.5,,,,
401282789,Minnesota,31,Ohio State,45,teamrankings,62,14,Ohio State -14,,,,
401282705,Notre Dame,32,Toledo,29,Bovada,56.0,-17.0,Notre Dame -17.0,-18.5,53.0,-900,550
401282705,Notre Dame,32,Toledo,29,William Hill (New Jersey),55.5,-16.5,Notre Dame -16.5,,,,
401282705,Notre Dame,32,Toledo,29,consensus,55.5,-16.5,Notre Dame -16.5,,,,
401282705,Notre Dame,32,Toledo,29,numberfire,55.5,-16.5,Notre Dame -16.5,,,,
401282705,Notre Dame,32,Toledo,29,teamrankings,55,-16.5,Notre Dame -16.5,,,,
401281952,Tennessee,38,Bowling Green,6,Bovada,60.5,-37.0,Tennessee -37.0,-30.5,58.5,,
401281952,Tennessee,38,Bowling Green,6,William Hill (New Jersey),60.5,-37,Tennessee -37,,,,
401281952,Tennessee,38,Bowling Green,6,consensus,60.5,-37,Tennessee -37,,,,
401281952,Tennessee,38,Bowling Green,6,numberfire,61.5,-38.5,Tennessee -38.5,,,,
401281952,Tennessee,38,Bowling Green,6,teamrankings,60.5,-37,Tennessee -37,,,,
401282624,Virginia,42,Illinois,14,William Hill (New Jersey),56,-10.5,Virginia -10.5,,,,
401282624,Virginia,42,Illinois,14,consensus,56.5,-10.5,Virginia -10.5,,,,
401282624,Virginia,42,Illinois,14,numberfire,57.5,-10.5,Virginia -10.5,,,,
401282624,Virginia,42,Illinois,14,Bovada,57.0,-10.5,Virginia -10.5,-10.5,54.5,-430,320
401282624,Virginia,42,Illinois,14,teamrankings,57,-10.5,Virginia -10.5,,,,
401282623,UMass,28,Boston College,45,Bovada,57.0,38.0,Boston College -38.0,37.0,59.0,,
401282623,UMass,28,Boston College,45,William Hill (New Jersey),57,39,Boston College -39,,,,
401282623,UMass,28,Boston College,45,consensus,57,39,Boston College -39,,,,
401282623,UMass,28,Boston College,45,numberfire,57.5,38.5,Boston College -38.5,,,,
401282623,UMass,28,Boston College,45,teamrankings,57,39,Boston College -39,,,,
401300993,Appalachian State,33,East Carolina,19,Bovada,56.0,-9.5,Appalachian State -9.5,-13.0,59.5,-420,310
401300993,Appalachian State,33,East Carolina,19,William Hill (New Jersey),56,-9,Appalachian State -9,,,,
401300993,Appalachian State,33,East Carolina,19,consensus,55.5,-9,Appalachian State -9,,,,
401300993,Appalachian State,33,East Carolina,19,numberfire,56.5,-9.5,Appalachian State -9.5,,,,
401300993,Appalachian State,33,East Carolina,19,teamrankings,55.5,-9,Appalachian State -9,,,,
401282068,Colorado State,21,Vanderbilt,24,Bovada,51.5,-7.0,Colorado State -7.0,-5.5,48.5,-270,220
401282068,Colorado State,21,Vanderbilt,24,William Hill (New Jersey),52,-6.5,Colorado State -6.5,,,,
401282068,Colorado State,21,Vanderbilt,24,consensus,52,-6.5,Colorado State -6.5,,,,
401282068,Colorado State,21,Vanderbilt,24,numberfire,51.5,-6.5,Colorado State -6.5,,,,
401282068,Colorado State,21,Vanderbilt,24,teamrankings,52.5,-6.5,Colorado State -6.5,,,,
401282064,Mississippi State,24,NC State,10,Bovada,55.5,1.0,NC State -1.0,2.0,55.5,125,-120
401282064,Mississippi State,24,NC State,10,William Hill (New Jersey),55.5,1.5,NC State -1.5,,,,
401282064,Mississippi State,24,NC State,10,consensus,55.5,1.5,NC State -1.5,,,,
401282064,Mississippi State,24,NC State,10,numberfire,55.5,1.5,NC State -1.5,,,,
401282064,Mississippi State,24,NC State,10,teamrankings,55,1.5,NC State -1.5,,,,
401282061,Kentucky,35,Missouri,28,Bovada,57.0,-5.5,Kentucky -5.5,-6.0,53.0,-210,175
401282061,Kentucky,35,Missouri,28,William Hill (New Jersey),56.5,-5.5,Kentucky -5.5,,,,
401282061,Kentucky,35,Missouri,28,consensus,56.5,-5.5,Kentucky -5.5,,,,
401282061,Kentucky,35,Missouri,28,numberfire,56.5,-5.5,Kentucky -5.5,,,,
401282061,Kentucky,35,Missouri,28,teamrankings,56.5,-5.5,Kentucky -5.5,,,,
401282060,Georgia,56,UAB,7,Bovada,44.0,-22.5,Georgia -22.5,-27.0,44.5,-2300,1025
401282060,Georgia,56,UAB,7,William Hill (New Jersey),44,-22.5,Georgia -22.5,,,,
401282060,Georgia,56,UAB,7,consensus,44,-22.5,Georgia -22.5,,,,
401282060,Georgia,56,UAB,7,numberfire,43.5,-23.5,Georgia -23.5,,,,
401282060,Georgia,56,UAB,7,teamrankings,44,-22.5,Georgia -22.5,,,,
401309547,Northern Illinois,43,Wyoming,50,Bovada,44.0,7.0,Wyoming -7.0,5.5,46.0,210,-250
401309547,Northern Illinois,43,Wyoming,50,William Hill (New Jersey),44.5,7,Wyoming -7,,,,
401309547,Northern Illinois,43,Wyoming,50,consensus,44.5,7,Wyoming -7,,,,
401309547,Northern Illinois,43,Wyoming,50,numberfire,44.5,6.5,Wyoming -6.5,,,,
401309547,Northern Illinois,43,Wyoming,50,teamrankings,44,7,Wyoming -7,,,,
401309546,Bowling Green,19,South Alabama,22,Bovada,47.5,14.0,South Alabama -14.0,15.5,51.0,430,-625
401309546,Bowling Green,19,South Alabama,22,William Hill (New Jersey),48,14.5,South Alabama -14.5,,,,
401309546,Bowling Green,19,South Alabama,22,consensus,48,14.5,South Alabama -14.5,,,,
401309546,Bowling Green,19,South Alabama,22,numberfire,48.5,14.5,South Alabama -14.5,,,,
401309546,Bowling Green,19,South Alabama,22,teamrankings,48,14.5,South Alabama -14.5,,,,
401301004,Navy,3,Air Force,23,Bovada,40.0,6.0,Air Force -6.0,6.5,43.5,195,-235
401301004,Navy,3,Air Force,23,William Hill (New Jersey),39.5,6,Air Force -6,,,,
401301004,Navy,3,Air Force,23,consensus,39.5,6,Air Force -6,,,,
401301004,Navy,3,Air Force,23,numberfire,39.5,6.5,Air Force -6.5,,,,
401301004,Navy,3,Air Force,23,teamrankings,40,6,Air Force -6,,,,
401282193,Army,38,Western Kentucky,35,Bovada,52.0,-6.0,Army -6.0,-5.0,54.5,-230,190
401282193,Army,38,Western Kentucky,35,William Hill (New Jersey),51.5,-6,Army -6,,,,
401282193,Army,38,Western Kentucky,35,consensus,52,-6,Army -6,,,,
401282193,Army,38,Western Kentucky,35,numberfire,51.5,-6.5,Army -6.5,,,,
401282193,Army,38,Western Kentucky,35,teamrankings,52,-6,Army -6,,,,
401282191,Boise State,54,UTEP,13,Bovada,56.0,-25.0,Boise State -25.0,-27.0,55.0,-4500,1250
401282191,Boise State,54,UTEP,13,William Hill (New Jersey),56.5,-25,Boise State -25,,,,
401282191,Boise State,54,UTEP,13,consensus,56.5,-25,Boise State -25,,,,
401282191,Boise State,54,UTEP,13,numberfire,56.5,-25.5,Boise State -25.5,,,,
401282191,Boise State,54,UTEP,13,teamrankings,56,-25,Boise State -25,,,,
401282822,Rutgers,61,Temple,14,Bovada,52.0,-14.0,Rutgers -14.0,-13.0,51.0,-700,450
401282822,Rutgers,61,Temple,14,Caesars (Pennsylvania),52,-14.5,Rutgers -14.5,,,,
401282822,Rutgers,61,Temple,14,consensus,52,-14,Rutgers -14,,,,
401282822,Rutgers,61,Temple,14,numberfire,52.5,-14.5,Rutgers -14.5,,,,
401282822,Rutgers,61,Temple,14,teamrankings,52,-14,Rutgers -14,,,,
401282189,Rice,7,Houston,44,Bovada,51.0,8.0,Houston -8.0,9.0,54.5,260,-320
401282189,Rice,7,Houston,44,William Hill (New Jersey),50.5,7.5,Houston -7.5,,,,
401282189,Rice,7,Houston,44,consensus,50.5,7.5,Houston -7.5,,,,
401282189,Rice,7,Houston,44,numberfire,50.5,7.5,Houston -7.5,,,,
401282189,Rice,7,Houston,44,teamrankings,50,7.5,Houston -7.5,,,,
401282183,Florida Atlantic,38,Georgia Southern,6,Bovada,48.0,-7.0,Florida Atlantic -7.0,-7.0,48.0,-275,225
401282183,Florida Atlantic,38,Georgia Southern,6,William Hill (New Jersey),48.5,-7,Florida Atlantic -7,,,,
401282183,Florida Atlantic,38,Georgia Southern,6,consensus,48.5,-7,Florida Atlantic -7,,,,
401282183,Florida Atlantic,38,Georgia Southern,6,numberfire,48.5,-6.5,Florida Atlantic -6.5,,,,
401282183,Florida Atlantic,38,Georgia Southern,6,teamrankings,48.5,-6.5,Florida Atlantic -6.5,,,,
401282059,South Florida,20,Florida,42,Bovada,58.0,29.0,Florida -29.0,29.0,56.5,,
401282059,South Florida,20,Florida,42,William Hill (New Jersey),57,29,Florida -29,,,,
401282059,South Florida,20,Florida,42,consensus,57.5,28.5,Florida -28.5,,,,
401282059,South Florida,20,Florida,42,numberfire,56.5,28.5,Florida -28.5,,,,
401282059,South Florida,20,Florida,42,teamrankings,57,29,Florida -29,,,,
401282057,Arkansas,40,Texas,21,Bovada,56.5,7.0,Texas -7.0,6.0,58.5,215,-260
401282057,Arkansas,40,Texas,21,William Hill (New Jersey),57.5,6,Texas -6,,,,
401282057,Arkansas,40,Texas,21,consensus,57.5,6,Texas -6,,,,
401282057,Arkansas,40,Texas,21,numberfire,57.5,5.5,Texas -5.5,,,,
401282057,Arkansas,40,Texas,21,teamrankings,57.5,6,Texas -6,,,,
401310700,New Mexico,34,New Mexico State,25,Bovada,56.0,-19.5,New Mexico -19.5,-18.5,53.0,-1200,700
401310700,New Mexico,34,New Mexico State,25,William Hill (New Jersey),55.5,-19.5,New Mexico -19.5,,,,
401310700,New Mexico,34,New Mexico State,25,consensus,55.5,-19.5,New Mexico -19.5,,,,
