game_id,school,conference,homeAway,points,stat_category,stat
401234637,Boston College,ACC,home,31,fumblesRecovered,3
401234637,Boston College,ACC,home,31,tacklesForLoss,1
401234637,Boston College,ACC,home,31,defensiveTDs,0
401234637,Boston College,ACC,home,31,tackles,45
401234637,Boston College,ACC,home,31,sacks,0
401234637,Boston College,ACC,home,31,qbHurries,1
401234637,Boston College,ACC,home,31,passesDeflected,2
401234637,Boston College,ACC,home,31,rushingTDs,1
401234637,Boston College,ACC,home,31,passingTDs,2
401234637,Boston College,ACC,home,31,kickReturnYards,90
401234637,Boston College,ACC,home,31,kickReturnTDs,0
401234637,Boston College,ACC,home,31,kickReturns,5
401234637,Boston College,ACC,home,31,kickingPoints,11
401234637,Boston College,ACC,home,31,possessionTime,25:33
401234637,Boston College,ACC,home,31,interceptions,1
401234637,Boston College,ACC,home,31,fumblesLost,1
401234637,Boston College,ACC,home,31,turnovers,2
401234637,Boston College,ACC,home,31,totalPenaltiesYards,6-56
401234637,Boston College,ACC,home,31,yardsPerRushAttempt,3.4
401234637,Boston College,ACC,home,31,rushingAttempts,25
401234637,Boston College,ACC,home,31,rushingYards,85
401234637,Boston College,ACC,home,31,yardsPerPass,6.8
401234637,Boston College,ACC,home,31,completionAttempts,18-40
401234637,Boston College,ACC,home,31,netPassingYards,272
401234637,Boston College,ACC,home,31,totalYards,357
401234637,Boston College,ACC,home,31,fourthDownEff,0-1
401234637,Boston College,ACC,home,31,thirdDownEff,4-11
401234637,Boston College,ACC,home,31,firstDowns,22
401234637,Notre Dame,FBS Independents,away,45,fumblesRecovered,1
401234637,Notre Dame,FBS Independents,away,45,tacklesForLoss,7
401234637,Notre Dame,FBS Independents,away,45,defensiveTDs,0
401234637,Notre Dame,FBS Independents,away,45,tackles,24
401234637,Notre Dame,FBS Independents,away,45,sacks,1
401234637,Notre Dame,FBS Independents,away,45,qbHurries,1
401234637,Notre Dame,FBS Independents,away,45,passesDeflected,6
401234637,Notre Dame,FBS Independents,away,45,rushingTDs,3
401234637,Notre Dame,FBS Independents,away,45,puntReturnYards,12
401234637,Notre Dame,FBS Independents,away,45,puntReturnTDs,0
401234637,Notre Dame,FBS Independents,away,45,puntReturns,2
401234637,Notre Dame,FBS Independents,away,45,passingTDs,3
401234637,Notre Dame,FBS Independents,away,45,kickReturnYards,84
401234637,Notre Dame,FBS Independents,away,45,kickReturnTDs,0
401234637,Notre Dame,FBS Independents,away,45,kickReturns,4
401234637,Notre Dame,FBS Independents,away,45,kickingPoints,9
401234637,Notre Dame,FBS Independents,away,45,interceptionYards,2
401234637,Notre Dame,FBS Independents,away,45,interceptionTDs,0
401234637,Notre Dame,FBS Independents,away,45,passesIntercepted,1
401234637,Notre Dame,FBS Independents,away,45,possessionTime,33:56
401234637,Notre Dame,FBS Independents,away,45,interceptions,0
401234637,Notre Dame,FBS Independents,away,45,fumblesLost,3
401234637,Notre Dame,FBS Independents,away,45,turnovers,3
401234637,Notre Dame,FBS Independents,away,45,totalPenaltiesYards,8-69
401234637,Notre Dame,FBS Independents,away,45,yardsPerRushAttempt,5.6
401234637,Notre Dame,FBS Independents,away,45,rushingAttempts,49
401234637,Notre Dame,FBS Independents,away,45,rushingYards,274
401234637,Notre Dame,FBS Independents,away,45,yardsPerPass,10.1
401234637,Notre Dame,FBS Independents,away,45,completionAttempts,20-28
401234637,Notre Dame,FBS Independents,away,45,netPassingYards,283
401234637,Notre Dame,FBS Independents,away,45,totalYards,557
401234637,Notre Dame,FBS Independents,away,45,fourthDownEff,2-2
401234637,Notre Dame,FBS Independents,away,45,thirdDownEff,3-8
401234637,Notre Dame,FBS Independents,away,45,firstDowns,29
401237129,Arkansas,SEC,away,35,tacklesForLoss,4
401237129,Arkansas,SEC,away,35,defensiveTDs,0
401237129,Arkansas,SEC,away,35,tackles,36
401237129,Arkansas,SEC,away,35,sacks,1
401237129,Arkansas,SEC,away,35,qbHurries,4
401237129,Arkansas,SEC,away,35,passesDeflected,3
401237129,Arkansas,SEC,away,35,fumblesRecovered,0
401237129,Arkansas,SEC,away,35,rushingTDs,3
401237129,Arkansas,SEC,away,35,passingTDs,2
401237129,Arkansas,SEC,away,35,kickReturnYards,96
401237129,Arkansas,SEC,away,35,kickReturnTDs,0
401237129,Arkansas,SEC,away,35,kickReturns,5
401237129,Arkansas,SEC,away,35,kickingPoints,5
401237129,Arkansas,SEC,away,35,interceptionYards,9
401237129,Arkansas,SEC,away,35,interceptionTDs,0
401237129,Arkansas,SEC,away,35,passesIntercepted,1
401237129,Arkansas,SEC,away,35,possessionTime,21:12
401237129,Arkansas,SEC,away,35,interceptions,0
401237129,Arkansas,SEC,away,35,fumblesLost,1
401237129,Arkansas,SEC,away,35,turnovers,1
401237129,Arkansas,SEC,away,35,totalPenaltiesYards,9-79
401237129,Arkansas,SEC,away,35,yardsPerRushAttempt,6.5
401237129,Arkansas,SEC,away,35,rushingAttempts,32
401237129,Arkansas,SEC,away,35,rushingYards,208
401237129,Arkansas,SEC,away,35,yardsPerPass,13.2
401237129,Arkansas,SEC,away,35,completionAttempts,15-19
401237129,Arkansas,SEC,away,35,netPassingYards,250
401237129,Arkansas,SEC,away,35,totalYards,458
401237129,Arkansas,SEC,away,35,fourthDownEff,0-1
401237129,Arkansas,SEC,away,35,thirdDownEff,3-10
401237129,Arkansas,SEC,away,35,firstDowns,18
401237129,Florida,SEC,home,63,tacklesForLoss,8
401237129,Florida,SEC,home,63,defensiveTDs,1
401237129,Florida,SEC,home,63,tackles,27
401237129,Florida,SEC,home,63,sacks,4
401237129,Florida,SEC,home,63,qbHurries,3
401237129,Florida,SEC,home,63,passesDeflected,1
401237129,Florida,SEC,home,63,fumblesRecovered,1
401237129,Florida,SEC,home,63,rushingTDs,1
401237129,Florida,SEC,home,63,puntReturnYards,0
401237129,Florida,SEC,home,63,puntReturnTDs,0
401237129,Florida,SEC,home,63,puntReturns,1
401237129,Florida,SEC,home,63,passingTDs,7
401237129,Florida,SEC,home,63,kickingPoints,9
401237129,Florida,SEC,home,63,possessionTime,38:48
401237129,Florida,SEC,home,63,interceptions,1
401237129,Florida,SEC,home,63,fumblesLost,0
401237129,Florida,SEC,home,63,turnovers,1
401237129,Florida,SEC,home,63,totalPenaltiesYards,3-35
401237129,Florida,SEC,home,63,yardsPerRushAttempt,4.6
401237129,Florida,SEC,home,63,rushingAttempts,45
401237129,Florida,SEC,home,63,rushingYards,208
401237129,Florida,SEC,home,63,yardsPerPass,10.1
401237129,Florida,SEC,home,63,completionAttempts,27-38
401237129,Florida,SEC,home,63,netPassingYards,385
401237129,Florida,SEC,home,63,totalYards,593
401237129,Florida,SEC,home,63,fourthDownEff,1-2
401237129,Florida,SEC,home,63,thirdDownEff,9-12
401237129,Florida,SEC,home,63,firstDowns,36
401237133,Ole Miss,SEC,home,59,fumblesRecovered,0
401237133,Ole Miss,SEC,home,59,tacklesForLoss,5
401237133,Ole Miss,SEC,home,59,defensiveTDs,0
401237133,Ole Miss,SEC,home,59,tackles,27
401237133,Ole Miss,SEC,home,59,sacks,2
401237133,Ole Miss,SEC,home,59,qbHurries,5
401237133,Ole Miss,SEC,home,59,passesDeflected,8
401237133,Ole Miss,SEC,home,59,rushingTDs,4
401237133,Ole Miss,SEC,home,59,passingTDs,4
401237133,Ole Miss,SEC,home,59,kickReturnYards,30
401237133,Ole Miss,SEC,home,59,kickReturnTDs,0
401237133,Ole Miss,SEC,home,59,kickReturns,2
401237133,Ole Miss,SEC,home,59,kickingPoints,11
401237133,Ole Miss,SEC,home,59,interceptionYards,0
401237133,Ole Miss,SEC,home,59,interceptionTDs,0
401237133,Ole Miss,SEC,home,59,passesIntercepted,1
401237133,Ole Miss,SEC,home,59,possessionTime,30:41
401237133,Ole Miss,SEC,home,59,interceptions,0
401237133,Ole Miss,SEC,home,59,fumblesLost,1
401237133,Ole Miss,SEC,home,59,turnovers,1
401237133,Ole Miss,SEC,home,59,totalPenaltiesYards,6-45
401237133,Ole Miss,SEC,home,59,yardsPerRushAttempt,4.1
401237133,Ole Miss,SEC,home,59,rushingAttempts,48
401237133,Ole Miss,SEC,home,59,rushingYards,195
401237133,Ole Miss,SEC,home,59,yardsPerPass,16.0
401237133,Ole Miss,SEC,home,59,completionAttempts,28-32
401237133,Ole Miss,SEC,home,59,netPassingYards,513
401237133,Ole Miss,SEC,home,59,totalYards,708
401237133,Ole Miss,SEC,home,59,fourthDownEff,4-4
401237133,Ole Miss,SEC,home,59,thirdDownEff,7-13
401237133,Ole Miss,SEC,home,59,firstDowns,31
401237133,South Carolina,SEC,away,42,fumblesRecovered,1
401237133,South Carolina,SEC,away,42,tacklesForLoss,7
401237133,South Carolina,SEC,away,42,defensiveTDs,0
401237133,South Carolina,SEC,away,42,tackles,36
401237133,South Carolina,SEC,away,42,sacks,1
401237133,South Carolina,SEC,away,42,qbHurries,1
401237133,South Carolina,SEC,away,42,passesDeflected,1
401237133,South Carolina,SEC,away,42,rushingTDs,5
401237133,South Carolina,SEC,away,42,passingTDs,1
401237133,South Carolina,SEC,away,42,kickReturnYards,60
401237133,South Carolina,SEC,away,42,kickReturnTDs,0
401237133,South Carolina,SEC,away,42,kickReturns,3
401237133,South Carolina,SEC,away,42,kickingPoints,6
401237133,South Carolina,SEC,away,42,possessionTime,29:19
401237133,South Carolina,SEC,away,42,interceptions,1
401237133,South Carolina,SEC,away,42,fumblesLost,0
401237133,South Carolina,SEC,away,42,turnovers,1
401237133,South Carolina,SEC,away,42,totalPenaltiesYards,4-53
401237133,South Carolina,SEC,away,42,yardsPerRushAttempt,8.2
401237133,South Carolina,SEC,away,42,rushingAttempts,39
401237133,South Carolina,SEC,away,42,rushingYards,318
401237133,South Carolina,SEC,away,42,yardsPerPass,7.9
